Rank	Score	Type	ID	Name	Description
5764	-7.74	cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist
5765	-7.75	cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers
5769	-7.78	cp	BRD-K94294671	OSI-027	MTOR inhibitor
5770	-7.79	cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist
5775	-7.82	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
5777	-7.87	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
5779	-7.89	cp	BRD-K45033733	famciclovir	DNA polymerase inhibitor
5786	-7.96	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
5787	-7.96	cp	BRD-K77793136	hydroxyfasudil	Rho associated kinase inhibitor
5790	-7.99	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
5792	-8	cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist
5793	-8	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
5794	-8	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
5797	-8.01	cp	BRD-K92049597	triamterene	Sodium channel blocker
5800	-8.11	cp	BRD-A00100033	nifurtimox	DNA inhibitor
5801	-8.13	cp	BRD-A71009679	KUC103420N	-666
5803	-8.18	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
5804	-8.19	cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor
5808	-8.2	cp	BRD-A94669766	naringenin	Aromatase inhibitor
5809	-8.21	cp	BRD-K08890269	CO-102862	Sodium channel blocker
5812	-8.26	cp	BRD-K42142750	retrorsine	Antimitotic
5816	-8.29	cp	BRD-K20482099	rutin	Antioxidant
5820	-8.3	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
5822	-8.31	cp	BRD-K48869804	icilin	TRPV agonist
5827	-8.34	cp	BRD-K96402602	farnesylthiotriazole	PPMTase inhibitor
5830	-8.35	cp	BRD-K49945136	GR-113808	Serotonin receptor antagonist
5834	-8.39	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
5836	-8.41	cp	BRD-K62982419	cilomilast	Phosphodiesterase inhibitor
5837	-8.41	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
5842	-8.46	cp	BRD-K63913457	eicosatrienoic-acid	Vasodilator
5845	-8.5	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
5853	-8.57	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
5854	-8.59	cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic
5857	-8.62	cp	BRD-K57569181	pentoxifylline	Phosphodiesterase inhibitor
5858	-8.63	cp	BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist
5859	-8.63	cp	BRD-K69600043	thiethylperazine	Dopamine receptor antagonist
5862	-8.63	cp	BRD-K48692744	NU-1025	PARP inhibitor
5864	-8.66	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
5868	-8.7	cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist
5869	-8.7	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
5871	-8.73	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
5873	-8.74	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
5878	-8.81	cp	BRD-K44084986	Y-27632	Rho associated kinase inhibitor
5880	-8.82	cp	BRD-K46937689	phenazone	Cyclooxygenase inhibitor
5883	-8.88	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
5887	-8.95	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
5888	-8.95	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
5892	-8.95	cp	BRD-K08273968	griseofulvin	Tubulin inhibitor
5893	-8.96	cp	BRD-K12932420	YM-976	Phosphodiesterase inhibitor
5894	-8.96	cp	BRD-K39670393	amthamine	Histamine receptor agonist
5896	-8.97	cp	BRD-A41833852	naloxone	Opioid receptor antagonist
5897	-8.98	cp	BRD-K85871428	SC-68376	p38 MAPK inhibitor
5899	-9.01	cp	BRD-A93255169	thalidomide	TNF production inhibitor
5901	-9.06	cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor
5903	-9.07	cp	BRD-K27871032	lysergol	Ergoline alkaloid
5905	-9.08	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
5906	-9.08	cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor
5907	-9.09	cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor
5910	-9.09	cp	BRD-K59369769	tozasertib	Aurora kinase inhibitor
5913	-9.12	cp	BRD-K11399644	phenformin	AMPK activator
5916	-9.13	cp	BRD-K84141129	VU-0400193-3	Glutamate receptor modulator
5917	-9.14	cp	BRD-K92760278	riboflavin	Vitamin B
5918	-9.15	cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor
5921	-9.21	cp	BRD-A91699651	chloroquine	Antimalarial
5922	-9.22	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
5923	-9.22	cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist
5929	-9.26	cp	BRD-K47761761	PD-168077	Dopamine receptor agonist
5930	-9.27	cp	BRD-A79981887	midodrine	Adrenergic receptor agonist
5932	-9.28	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
5943	-9.41	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
5946	-9.44	cp	BRD-K64835161	BRD-K64835161	-666
5949	-9.45	cp	BRD-K55930204	phenytoin	Hydantoin antiepileptic
5951	-9.48	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
5953	-9.49	cp	BRD-K69840642	ISOX	HDAC inhibitor
5958	-9.54	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
5959	-9.55	cp	BRD-K53737926	amitriptyline	Norepinephrine inhibitor
5964	-9.63	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
5967	-9.63	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
5968	-9.65	cp	BRD-A88282067	delcorine	Antiarrhythmic
5970	-9.69	cp	BRD-K23623876	decafluorobutane	Contrast agent
5971	-9.69	cp	BRD-A05186015	bupropion	Dopamine uptake inhibitor
5973	-9.71	cp	BRD-K15409150	penfluridol	T-type calcium channel blocker
5974	-9.72	cp	BRD-K53318339	vinpocetine	Phosphodiesterase inhibitor
5979	-9.74	cp	BRD-A48570745	ivermectin	GABA receptor agonist
5980	-9.75	cp	BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
5981	-9.75	cp	BRD-K15868788	SDZ-205-557	Serotonin receptor antagonist
5983	-9.76	cp	BRD-K61341215	vecuronium	Acetylcholine receptor antagonist
5986	-9.77	cp	BRD-A84481105	thioridazine	Dopamine receptor antagonist
5988	-9.83	cp	BRD-K47693913	evoxine	Furoquinoline alkaloid
5993	-9.88	cp	BRD-A48237631	mitomycin-c	DNA alkylating agent
5997	-9.95	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
6001	-10.02	cp	BRD-K15791587	L-733060	Tachykinin antagonist
6005	-10.1	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
6006	-10.12	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
6012	-10.18	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
6013	-10.18	cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist
6016	-10.24	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
6017	-10.26	cp	BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor (SSRI)
6018	-10.27	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
6020	-10.28	cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor
6024	-10.31	cp	BRD-K24675965	LY-288513	CCK receptor antagonist
6026	-10.33	cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer
6028	-10.35	cp	BRD-A18202423	CPCCOEt	Glutamate receptor antagonist
6029	-10.35	cp	BRD-K59574735	ubenimex	Leukotriene inhibitor
6032	-10.4	cp	BRD-K36324071	NF-449	Purinergic receptor antagonist
6035	-10.4	cp	BRD-K02265150	amoxapine	Norepinephrine reuptake inhibitor
6036	-10.43	cp	BRD-A95513702	androsta-1,4-dien-3,17-dione	Aromatase inhibitor
6038	-10.47	cp	BRD-A81772229	simvastatin	HMGCR inhibitor
6041	-10.49	cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist
6043	-10.51	cp	BRD-K21520694	sulfacetamide	PABA antagonist
6045	-10.55	cp	BRD-K02992638	lamivudine	Nucleoside reverse transcriptase inhibitor
6048	-10.56	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
6050	-10.58	cp	BRD-K09186807	KIN001-244	Phosphoinositide dependent kinase inhibitor
6053	-10.62	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
6059	-10.65	cp	BRD-K87991767	umbelliferone	Cyclooxygenase inhibitor
6060	-10.66	cp	BRD-A69960130	bromocriptine	Dopamine receptor agonist
6061	-10.67	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
6063	-10.69	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
6064	-10.7	cp	BRD-K50836978	purvalanol-a	CDK inhibitor
6065	-10.72	cp	BRD-K20986251	lithocholic-acid	FXR antagonist
6066	-10.72	cp	BRD-A06352508	SB-218078	CHK inhibitor
6067	-10.73	cp	BRD-K99922388	DPO-1	Potassium channel blocker
6071	-10.81	cp	BRD-K15935639	z-leu3-VS	Proteasome inhibitor
6078	-10.91	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
6085	-11.02	cp	BRD-A70449690	forskolin	Adenylyl cyclase activator
6091	-11.15	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
6093	-11.17	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
6095	-11.2	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
6098	-11.2	cp	BRD-K53561341	KIN001-220	Aurora kinase inhibitor
6099	-11.21	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
6103	-11.24	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
6108	-11.3	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
6109	-11.31	cp	BRD-K83144676	olmesartan	Angiotensin antagonist
6114	-11.36	cp	BRD-K50938786	ropivacaine	Sodium channel blocker
6119	-11.4	cp	BRD-K44497846	enalapril	ACE inhibitor
6123	-11.46	cp	BRD-K87049188	fusaric-acid	Dopamine beta hydroxylase inhibitor
6129	-11.54	cp	BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor
6130	-11.56	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
6131	-11.58	cp	BRD-A52172093	VU-0413807-2	Calcium channel blocker
6133	-11.59	cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor
6136	-11.62	cp	BRD-K32536677	AGK-2	SIRT inhibitor
6137	-11.63	cp	BRD-K01902415	pirinixic-acid	PPAR receptor agonist
6144	-11.72	cp	BRD-A72066420	mifobate	PPAR receptor antagonist
6148	-11.77	cp	BRD-K86958018	olvanil	TRPV agonist
6152	-11.8	cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor
6154	-11.8	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
6155	-11.82	cp	BRD-A89175223	bisoprolol	Adrenergic receptor antagonist
6156	-11.85	cp	BRD-K99107520	felbamate	Glutamate receptor antagonist
6157	-11.87	cp	BRD-K87142802	veliparib	PARP inhibitor
6158	-11.87	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
6160	-11.9	cp	BRD-K62056274	quipazine	Serotonin receptor agonist
6162	-11.92	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
6165	-11.95	cp	BRD-A61470182	n-formylmethionylalanine	macrophage activator
6169	-12.01	cp	BRD-A54487287	cortisone	Glucocorticoid receptor agonist
6170	-12.03	cp	BRD-A22684332	procaterol	Adrenergic receptor agonist
6172	-12.04	cp	BRD-A49160188	donepezil	Acetylcholinesterase inhibitor
6174	-12.05	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
6176	-12.06	cp	BRD-A76093993	cromakalim	Potassium channel activator
6178	-12.08	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
6179	-12.09	cp	BRD-K84266862	BRL-50481	Phosphodiesterase inhibitor
6183	-12.16	cp	BRD-K28453807	nitrocaramiphen	Cholinergic receptor antagonist
6184	-12.17	cp	BRD-A15415227	GW-1929	PPAR receptor agonist
6186	-12.19	cp	BRD-K81916719	triclabendazole	Microtubule inhibitor
6197	-12.3	cp	BRD-A63998256	helveticoside	ATPase inhibitor
6198	-12.31	cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist
6199	-12.33	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
6200	-12.35	cp	BRD-K08547377	irinotecan	Topoisomerase inhibitor
6201	-12.35	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
6202	-12.36	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
6203	-12.38	cp	BRD-K09255212	clioquinol	Chelating agent
6204	-12.4	cp	BRD-K64157027	ZD-2079	Adrenergic receptor agonist
6205	-12.41	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
6207	-12.42	cp	BRD-A56245458	reichstein	Androgen receptor antagonist
6209	-12.44	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
6218	-12.53	cp	BRD-K76304753	phenazopyridine	Local anesthetic
6219	-12.54	cp	BRD-K32584078	BML-257	AKT inhibitor
6221	-12.55	cp	BRD-K60623809	SU-11652	Tyrosine kinase inhibitor
6228	-12.62	cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor
6236	-12.69	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
6239	-12.73	cp	BRD-K62965247	tipifarnib-P2	farnesyltransferase inhibitor
6242	-12.74	cp	BRD-K49456190	prima-1-met	thioredoxin inhibitor
6243	-12.74	cp	BRD-A96882008	L-732138	Tachykinin antagonist
6249	-12.87	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
6259	-13.05	cp	BRD-K16551401	PNU-22394	Serotonin receptor agonist
6260	-13.06	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
6262	-13.09	cp	BRD-K11540476	EMF-BCA1-64	Caspase inhibitor
6266	-13.1	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
6277	-13.26	cp	BRD-K74236984	UNC-0321	Histone lysine methyltransferase inhibitor
6278	-13.27	cp	BRD-A91555231	norepinephrine	Adrenergic receptor agonist
6279	-13.28	cp	BRD-K18779551	bifemelane	Acetylcholine release stimulant
6281	-13.3	cp	BRD-A92670106	tocainide	Sodium channel blocker
6282	-13.32	cp	BRD-K09485525	GANT-61	GLI antagonist
6283	-13.32	cp	BRD-K33818169	GW-3965	LXR agonist
6290	-13.41	cp	BRD-K86434416	selegiline	Monoamine oxidase inhibitor
6295	-13.49	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
6297	-13.49	cp	BRD-A64092382	mexiletine	Sodium channel blocker
6298	-13.5	cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist
6299	-13.5	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
6301	-13.59	cp	BRD-K53570330	carbofuran	Cholinesterase inhibitor
6304	-13.62	cp	BRD-A13084692	troglitazone	Insulin sensitizer
6306	-13.64	cp	BRD-K93645900	tadalafil	Phosphodiesterase inhibitor
6311	-13.68	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
6313	-13.79	cp	BRD-A24514565	warfarin	Vitamin K antagonist
6314	-13.81	cp	BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
6317	-13.87	cp	BRD-K94841585	emodic-acid	Laxative
6318	-13.9	cp	BRD-K94144010	cotinine	Nicotine metabolite
6320	-13.92	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
6328	-14.05	cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist
6336	-14.16	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
6340	-14.23	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
6345	-14.26	cp	BRD-K02130563	panobinostat	HDAC inhibitor
6346	-14.27	cp	BRD-K69837166	trap-101	Nociceptin/orphanin FQ (NOP) receptor antagonist
6348	-14.34	cp	BRD-K04146668	GW-441756	Growth factor receptor inhibitor
6356	-14.49	cp	BRD-K15916496	clotrimazole	Cytochrome P450 inhibitor
6361	-14.58	cp	BRD-K57886322	fluocinonide	Glucocorticoid receptor agonist
6369	-14.91	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
6372	-14.95	cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor
6373	-14.98	cp	BRD-K59058766	chlorprothixene	Dopamine receptor antagonist
6376	-15.01	cp	BRD-A95869247	indapamide	Thiazide diuretic
6377	-15.03	cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor
6380	-15.04	cp	BRD-K67261995	adipiodone	Contrast agent
6381	-15.07	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
6382	-15.08	cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist
6386	-15.13	cp	BRD-K75532464	FTI-276	Farnesyltransferase inhibitor
6391	-15.26	cp	BRD-K87024524	phenelzine	Monoamine oxidase inhibitor
6392	-15.26	cp	BRD-K00662280	CL-218872	GABA receptor agonist
6393	-15.3	cp	BRD-A27887842	prednisolone	Glucocorticoid receptor agonist
6395	-15.31	cp	BRD-K07403598	CAY-10470	NFkB pathway inhibitor
6396	-15.32	cp	BRD-K65146499	nabumetone	Cyclooxygenase inhibitor
6402	-15.41	cp	BRD-K01638814	rilmenidine	Adrenergic receptor agonist
6406	-15.43	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
6407	-15.46	cp	BRD-A44448661	pentobarbital	Barbiturate antiepileptic
6409	-15.47	cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor
6410	-15.47	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
6411	-15.49	cp	BRD-K95885906	quercetagetin	PIM inhibitor
6412	-15.5	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
6414	-15.52	cp	BRD-K64402243	ivachtin	Caspase inhibitor
6417	-15.56	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
6422	-15.65	cp	BRD-K15588452	R-96544	Serotonin receptor antagonist
6426	-15.74	cp	BRD-M41783010	acamprosate	Glutamate receptor antagonist
6429	-15.76	cp	BRD-K51805276	temefos	Cholinesterase inhibitor
6430	-15.76	cp	BRD-A72988804	tiaprofenic-acid	Cyclooxygenase inhibitor
6433	-15.78	cp	BRD-A44008656	doxylamine	Histamine receptor antagonist
6435	-15.79	cp	BRD-K28912512	nicotinamide	Protein synthesis stimulant
6437	-15.81	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
6439	-15.84	cp	BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
6440	-15.86	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
6444	-15.9	cp	BRD-A11813248	AM-92016	Potassium channel blocker
6447	-15.93	cp	BRD-K84996949	sinensetin	Cyclooxygenase inhibitor
6448	-15.93	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
6451	-16.03	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
6452	-16.04	cp	BRD-K79877282	PF-543	Sphingosine kinase inhibitor
6458	-16.15	cp	BRD-A35588707	teniposide	Topoisomerase inhibitor
6462	-16.23	cp	BRD-K53220666	trimetozine	Sedative
6463	-16.26	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
6472	-16.41	cp	BRD-K69690935	curcumin	Cyclooxygenase inhibitor
6473	-16.45	cp	BRD-K96271548	coumaric-acid	Antioxidant
6474	-16.46	cp	BRD-A11605036	thiocolchicoside	GABA receptor antagonist
6475	-16.46	cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor
6478	-16.47	cp	BRD-K11373525	ZD-7155	Angiotensin receptor antagonist
6479	-16.47	cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist
6484	-16.51	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
6487	-16.57	cp	BRD-K77171813	proxyfan	Histamine receptor modulator
6489	-16.58	cp	BRD-K93461745	buspirone	Serotonin receptor agonist
6491	-16.61	cp	BRD-K88789588	letrozole	Aromatase inhibitor
6492	-16.62	cp	BRD-K97863768	prothionamide	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
6495	-16.7	cp	BRD-A77722753	hydralazine	Vasodilator
6499	-16.74	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
6502	-16.82	cp	BRD-K14965640	ibuprofen	Cyclooxygenase inhibitor
6504	-16.83	cp	BRD-K20285085	fostamatinib	SYK inhibitor
6507	-16.86	cp	BRD-K32977963	eugenol	Androgen receptor antagonist
6509	-16.88	cp	BRD-K66353228	zoxazolamine	Myorelaxant
6512	-16.89	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
6517	-16.97	cp	BRD-K91699951	benzonatate	Local anesthetic
6519	-17.07	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
6522	-17.1	cp	BRD-K57179821	crotamiton	Antipruritic
6524	-17.13	cp	BRD-K32526544	DCEBIO	Potassium channel activator
6526	-17.15	cp	BRD-K36153907	KU-C103885	Cystic fibrosis transmembrane conductance regulator inhibitor
6527	-17.15	cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist
6532	-17.19	cp	BRD-A18579359	wiskostatin	Neural Wiskott-Aldrich syndrome protein inhibitor
6533	-17.19	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
6536	-17.22	cp	BRD-A83695761	chromanol	Potassium channel blocker
6546	-17.38	cp	BRD-K66175015	afatinib	EGFR inhibitor
6550	-17.46	cp	BRD-K39520573	GW-5074	Leucine rich repeat kinase inhibitor
6551	-17.46	cp	BRD-K05673000	dicloxacillin	Bacterial cell wall synthesis inhibitor
6556	-17.58	cp	BRD-K94919853	10H-phenothiazin-10-yl)(p-tolyl)methanone	Butyrylcholinesterase inhibitor
6563	-17.68	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
6564	-17.69	cp	BRD-A62071884	siguazodan	Phosphodiesterase inhibitor
6565	-17.7	cp	BRD-K56047318	RHC-80267	Triacylglycerol lipase inhibitor
6566	-17.72	cp	BRD-A00993607	alprenolol	Adrenergic receptor antagonist
6569	-17.87	cp	BRD-K92758126	gibberellic-acid	NFkB pathway inhibitor
6570	-17.88	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
6577	-17.96	cp	BRD-K66615216	moxifloxacin	Bacterial DNA gyrase inhibitor
6584	-18.1	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
6590	-18.16	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
6592	-18.21	cp	BRD-A42759514	ornidazole	Antiprotozoal
6593	-18.22	cp	BRD-K83988098	alvespimycin	HSP inhibitor
6596	-18.35	cp	BRD-K01612348	meropenem	Bacterial cell wall synthesis inhibitor
6597	-18.36	cp	BRD-K74501079	azithromycin	Bacterial 50S ribosomal subunit inhibitor
6600	-18.39	cp	BRD-A24122750	saclofen	GABA receptor antagonist
6603	-18.43	cp	BRD-A49225603	alimemazine	Histamine receptor agonist
6604	-18.43	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
6605	-18.43	cp	BRD-K32318651	acyclovir	DNA polymerase inhibitor
6606	-18.45	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
6609	-18.53	cp	BRD-K18855837	varenicline	Acetylcholine receptor agonist
6610	-18.53	cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic
6612	-18.57	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
6616	-18.62	cp	BRD-A18917088	estradiol	Contraceptive agent
6620	-18.72	cp	BRD-A14574269	UB-165	Acetylcholine receptor agonist
6621	-18.75	cp	BRD-K93201660	ML-7	Myosin light chain kinase inhibitor
6625	-18.82	cp	BRD-K87932577	CDK1-5-inhibitor	CDK inhibitor
6628	-18.91	cp	BRD-K38003476	clocortolone	Glucocorticoid receptor agonist
6632	-18.94	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
6635	-19.04	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
6640	-19.14	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
6642	-19.14	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
6643	-19.15	cp	BRD-K54314721	zolmitriptan	Serotonin receptor agonist
6644	-19.18	cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor
6646	-19.25	cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)
6649	-19.29	cp	BRD-K59753853	MDL-29951	Glutamate receptor antagonist
6650	-19.33	cp	BRD-A26002865	verrucarin-a	Protein synthesis inhibitor
6651	-19.36	cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
6653	-19.37	cp	BRD-K24576554	AT-9283	JAK inhibitor
6658	-19.44	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
6666	-19.59	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
6669	-19.62	cp	BRD-K46018455	bezafibrate	PPAR receptor agonist
6670	-19.64	cp	BRD-K50660797	epicatechin	Bacterial DNA gyrase inhibitor
6673	-19.68	cp	BRD-K64755930	etazolate	Phosphodiesterase inhibitor
6675	-19.72	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
6677	-19.73	cp	BRD-A66199457	asiaticoside	Antineoplastic
6678	-19.74	cp	BRD-K61993165	niacin	NAD precursor with lipid lowering effects
6682	-19.84	cp	BRD-K14888893	minoxidil	KATP activator
6686	-19.93	cp	BRD-K49519092	immethridine	Histamine receptor agonist
6691	-20.02	cp	BRD-A93477898	PETCM	Caspase activator
6696	-20.18	cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor
6700	-20.26	cp	BRD-K16554956	PTB1	AMPK activator
6702	-20.28	cp	BRD-K90259198	W-7	Calmodulin antagonist
6705	-20.32	cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist
6712	-20.57	cp	BRD-K34776109	glimepiride	Insulin secretagogue
6713	-20.58	cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist
6714	-20.59	cp	BRD-A80213327	NSC-23766	Ras GTPase inhibitor
6716	-20.65	cp	BRD-A24381660	zeranol	Estrogen receptor agonist
6719	-20.68	cp	BRD-A70268693	PG-9	Acetylcholine receptor agonist
6721	-20.71	cp	BRD-K36927236	glibenclamide	Sulfonylurea
6722	-20.72	cp	BRD-K89125793	tinidazole	Antiprotozoal
6727	-20.82	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
6731	-20.87	cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist
6732	-20.89	cp	BRD-A28318179	aminomethyltransferase	Nitric oxide synthase inhibitor
6737	-20.93	cp	BRD-A47706533	L-BSO	Glutathione transferase inhibitor
6740	-20.96	cp	BRD-A04553218	chlorphenamine	Histamine receptor antagonist
6743	-20.98	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
