"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Tumor_AVG","Normal_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg14565725",0.415324758375076,0.535172512088246,14.5400631577512,3.1938402920482e-35,3.80750993498362e-32,69.3370186535708,0.616929354288064,0.201604595912987,-0.415324758375076,"1",119532044,"R","I","TBX15","1stExon","island","1stExon-island","chr1:119531991-119532196",NA,TRUE,"","",""
"cg07164722",-0.480372062512871,0.438133964672323,-14.5257050804002,3.58032448681697e-35,4.24372363404238e-32,69.2236115152035,0.343572535043805,0.823944597556675,0.48037206251287,"1",247587378,"R","II","NLRP3","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg24094538",-0.472832782383623,0.399688527270299,-14.5124001083623,3.98005804319719e-35,4.62450231469301e-32,69.1185307583683,0.306611207903444,0.779443990287066,0.472832782383622,"6",50695479,"F","II","TFAP2D","Body","shelf","Body-shelf","chr6:50692149-50692375",NA,NA,"","rs9381891",""
"cg23229261",0.448729840345696,0.50183923894821,14.5088216272326,4.09498224626693e-35,4.71816305006265e-32,69.0902698267818,0.590171884685551,0.141442044339856,-0.448729840345695,"2",63284066,"F","I","OTX1","3'UTR","island","3'UTR-island","chr2:63283936-63284147",NA,TRUE,"","",""
"cg04574507",-0.493729784489581,0.360677355174684,-14.5025227087441,4.30538859201496e-35,4.93303053284145e-32,69.040525784203,0.263486452716105,0.757216237205685,0.49372978448958,"1",158301038,"F","II","CD1B","Body","opensea","Body-opensea","",NA,NA,"","rs3181084",""
"cg05021312",-0.430165845217596,0.375886344431073,-14.5000297531535,4.39161580833177e-35,5.01788941893766e-32,69.0208388393016,0.291208028443358,0.721373873660953,0.430165845217595,"20",32078768,"R","II","CBFA2T2","Body","shore","Body-shore","chr20:32077657-32078469",NA,NA,"","",""
"cg21163617",-0.455148856754385,0.357874762230098,-14.489342870969,4.78124586480661e-35,5.44799192144004e-32,68.9364475226049,0.268278530585534,0.723427387339919,0.455148856754385,"7",157384658,"R","II","PTPRN2","Body","shelf","Body-shelf","chr7:157387053-157387322",NA,NA,"","",""
"cg16536964",-0.402080670100198,0.399215465606906,-14.4825317392159,5.04740608365475e-35,5.70856411929541e-32,68.8826647403677,0.320065727398205,0.722146397498403,0.402080670100198,"8",16051412,"R","II","MSR1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17605604",-0.416204561407692,0.352243954389624,-14.4824311205093,5.05144698432855e-35,5.70856411929541e-32,68.8818702407745,0.270313922616456,0.686518484024149,0.416204561407692,"5",102612899,"F","II","C5orf30","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg05341848",-0.47609382654669,0.510406767125733,-14.469786115853,5.58588480459959e-35,6.2104349058923e-32,68.7820273406264,0.416687509931503,0.892781336478192,0.476093826546689,"10",17632231,"R","II","PTPLA","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg03009524",-0.447305084459154,0.542221774349068,-14.4656646822938,5.77200656197917e-35,6.40011569540788e-32,68.7494868310273,0.45416959236892,0.901474676828073,0.447305084459153,"14",56645829,"F","II","PELI2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg18862481",0.439702829147624,0.468653711393739,14.4240073424232,8.0386980063796e-35,8.72581629570911e-32,68.4206305801682,0.555209386422799,0.115506557275175,-0.439702829147624,"3",129693370,"F","I","TRH","5'UTR","island","5'UTR-island","chr3:129693127-129694841",NA,NA,"","rs9860093",""
"cg10132694",-0.440314301520948,0.364301436648727,-14.418909796234,8.37118670359115e-35,9.0391504258743e-32,68.3803948355106,0.277625393042241,0.717939694563189,0.440314301520948,"19",54876752,"F","II","LAIR1","TSS200","opensea","TSS200-opensea","",NA,NA,"","rs918543","rs28366059"
"cg00399175",0.424380356659241,0.54222307865115,14.349152425828,1.45745798087913e-34,1.53752870949106e-31,67.8299222672431,0.625762518938402,0.20138216227916,-0.424380356659242,"2",26395448,"R","I","FAM59B","TSS1500","island","TSS1500-island","chr2:26395416-26395620",NA,NA,"","",""
"cg02482718",-0.435364768105606,0.40456104792505,-14.3480221858038,1.47060777600789e-34,1.54744328075386e-31,67.8210053552793,0.31885932192001,0.754224090025616,0.435364768105606,"1",4726759,"R","I","AJAP1","Body","island","Body-island","chr1:4726576-4726867",NA,NA,"","",""
"cg02825728",-0.410847763927117,0.377224046607545,-14.3284424722376,1.71817768093924e-34,1.77622969426441e-31,67.6665440593999,0.296348502527404,0.707196266454521,0.410847763927117,"21",31540204,"F","II","CLDN17","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg21790626",0.478087930549497,0.414116795037573,14.3264981708026,1.74492813535856e-34,1.79937425550209e-31,67.6512068942571,0.508228592389836,0.0301406618403379,-0.478087930549498,"19",58220494,"F","I","ZNF154","5'UTR","island","5'UTR-island","chr19:58220189-58220517",NA,NA,"","",""
"cg15059851",-0.504726889980649,0.360427533122222,-14.3236983698626,1.78418160525793e-34,1.83526437086882e-31,67.6291216814118,0.261071846118157,0.765798736098806,0.50472688998065,"1",152880324,"F","II","IVL","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg05353872",-0.431437477554274,0.335209274844743,-14.3159807279485,1.89701190532424e-34,1.94164111096786e-31,67.5682460681951,0.250280637530909,0.681718115085183,0.431437477554274,"1",248366399,"R","I","OR2M3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg24881910",-0.506926479995066,0.374382281692744,-14.272613849312,2.67725032233153e-34,2.65460310145585e-31,67.2262355055149,0.274593604528361,0.781520084523426,0.506926479995066,"1",157672074,"R","II","FCRL3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg07568233",-0.490909014764163,0.42618658675011,-14.2656110830607,2.83038094750394e-34,2.78634454321569e-31,67.1710184107163,0.329550953922519,0.820459968686682,0.490909014764163,"16",7382520,"R","II","A2BP1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08954025",-0.452131978915031,0.382824242757164,-14.2027830155913,4.66139696890045e-34,4.40994881451612e-31,66.6757425263567,0.293821884703024,0.745953863618054,0.452131978915031,"7",157605684,"F","II","PTPRN2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg22479532",-0.506316871804623,0.492294206230552,-14.1998336989279,4.7718284634353e-34,4.504092852234e-31,66.6524986284613,0.392625530678461,0.898942402483083,0.506316871804623,"4",62450110,"R","II","LPHN3","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg06749213",-0.453333141234335,0.461913304189422,-14.1823716121652,5.48133823080477e-34,5.1385178972286e-31,66.5148885777182,0.372674496859829,0.826007638094163,0.453333141234334,"14",20387292,"F","II","OR4K5","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg02425416",-0.438852101832777,0.330342786954451,-14.1805044538929,5.56318248018994e-34,5.20341739821139e-31,66.5001755107537,0.243954577932251,0.682806679765028,0.438852101832777,"11",2163808,"F","II","IGF2AS","Body","shore","Body-shore","chr11:2165135-2165672",TRUE,NA,"","rs17885389",""
"cg08814749",-0.504516235401462,0.464624788530123,-14.1763612200629,5.74918215862442e-34,5.3652226379447e-31,66.4675278900278,0.365310568962906,0.869826804364368,0.504516235401462,"5",19478817,"F","II","CDH18","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","","rs72743552"
"cg21472506",0.507251723621102,0.548142039884678,14.166870201214,6.19900998245168e-34,5.74600862150932e-31,66.3927450092147,0.647994741384895,0.140743017763793,-0.507251723621102,"2",63283967,"F","I","OTX1","3'UTR","island","3'UTR-island","chr2:63283936-63284147",NA,TRUE,"","",""
"cg20785459",-0.543255209598026,0.452504327769767,-14.1361290151734,7.91176931213913e-34,7.23604105906975e-31,66.1505628377765,0.345564325880392,0.888819535478418,0.543255209598026,"11",5265155,"F","II","HBBP1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs11603994",""
"cg14517119",-0.46042719134724,0.494008424372176,-14.1248503679922,8.65246690157755e-34,7.86118546262029e-31,66.0617231807055,0.403373150484924,0.863800341832164,0.46042719134724,"5",45678610,"R","II","HCN1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg25032595",0.486252418891432,0.531111845702012,14.1233946995442,8.75298028874587e-34,7.93502870875206e-31,66.0502577497484,0.626830825798751,0.140578406907318,-0.486252418891433,"13",96204978,"R","I","CLDN10","5'UTR","island","5'UTR-island","chr13:96204691-96205496",TRUE,NA,"high-CpG:95002899-95002984","",""
"cg22557662",0.463723677519734,0.53185416531841,14.1121802205051,9.56747626622683e-34,8.61659864141814e-31,65.9619324622745,0.623138353806547,0.159414676286811,-0.463723677519736,"19",38747374,"R","I","PPP1R14A","TSS1500","island","TSS1500-island","chr19:38746638-38747379",TRUE,NA,"","",""
"cg15067350",-0.468299068817946,0.541086563289984,-14.1057045630887,1.00718413475388e-33,9.01180735547534e-31,65.9109337717021,0.448901707223459,0.917200776041405,0.468299068817945,"13",66878738,"R","II","PCDH9","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg20674248",-0.422901704398548,0.397857308112437,-14.0943016450945,1.10253961642576e-33,9.7801428714605e-31,65.8211371852148,0.314608941104849,0.737510645503397,0.422901704398547,"1",157738450,"R","II","FCRL2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg08970694",-0.465382015098886,0.449542240655827,-14.0702671748734,1.33409338039755e-33,1.17332232759011e-30,65.6318959941852,0.357931607762345,0.823313622861231,0.465382015098886,"11",5290746,"F","II","HBE1","Body","opensea","Body-opensea","",NA,NA,"","rs79612490",""
"cg01733284",-0.451851965318367,0.348650119522684,-14.0599853285293,1.44743640569107e-33,1.27029790650183e-30,65.5509508377527,0.259702882255289,0.711554847573656,0.451851965318367,"1",158391119,"R","II","OR10K2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14735329",-0.445423253347912,0.431952527773792,-14.0493923260147,1.57427791079259e-33,1.37576213330856e-30,65.4675633048604,0.34427078498877,0.789694038336681,0.445423253347912,"5",161115590,"F","II","GABRA6","Body","opensea","Body-opensea","",NA,NA,"","rs12515419",""
"cg05784088",-0.49689835486911,0.388675607997482,-14.0398433855482,1.69810651208192e-33,1.48083863046525e-30,65.3924009113757,0.290860971212224,0.787759326081334,0.49689835486911,"1",157738458,"F","II","FCRL2","Body","opensea","Body-opensea","",NA,NA,"","rs16839100",""
"cg26800915",-0.468990873019172,0.395102100585545,-14.0261723641719,1.89251420797522e-33,1.62969969315204e-30,65.2848030039766,0.302781062589645,0.771771935608817,0.468990873019172,"11",5324199,"R","II","OR51B4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg19583265",-0.499106218407078,0.448802910003824,-14.0067444123255,2.20763592350259e-33,1.87754200693252e-30,65.1319166775683,0.350553654411879,0.849659872818958,0.499106218407078,"2",101086756,"R","II","NMS","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg24659758",-0.473576921803634,0.538256017184485,-14.0037860900532,2.26001690360167e-33,1.91419719181626e-30,65.10863869376,0.445032213679833,0.918609135483467,0.473576921803634,"10",71891123,"R","II","AIFM2","5'UTR","shore","5'UTR-shore","chr10:71892092-71892802",NA,TRUE,"","",""
"cg25349643",-0.513034964099397,0.408593030399419,-13.992992668876,2.46187885257549e-33,2.06818381056862e-30,65.0237141603125,0.307601895734184,0.820636859833581,0.513034964099397,"1",198828157,"F","II","MIR181B1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg24422202",-0.44845703612824,0.431915027946724,-13.9819229846872,2.6876281207092e-33,2.24867248449949e-30,64.9366242222853,0.343636083826992,0.792093119955232,0.44845703612824,"21",31744647,"R","II","KRTAP13-2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg23520574",-0.508448814225966,0.430837154676238,-13.9796745576786,2.73594875727396e-33,2.27525580513936e-30,64.9189359157361,0.330748805419158,0.839197619645124,0.508448814225966,"11",4928572,"R","II","OR51A7","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg13687915",-0.449482467190848,0.539806514490739,-13.9722337387128,2.90213228186082e-33,2.39894674499846e-30,64.8604017112347,0.451325713862619,0.900808181053467,0.449482467190847,"14",47311141,"R","II","MDGA2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg06769546",0.418588507496591,0.437214031132938,13.9710482753863,2.92952421591557e-33,2.41674615621014e-30,64.8510764584506,0.519613343632267,0.101024836135676,-0.418588507496591,"10",134600089,"R","I","NKX6-2","TSS1500","island","TSS1500-island","chr10:134597357-134602649",NA,NA,"","",""
"cg24344394",-0.491116031411789,0.440083250268602,-13.9563271262975,3.29198564354641e-33,2.69420938538823e-30,64.7352831036352,0.343406866132423,0.834522897544212,0.491116031411789,"1",157790434,"R","II","FCRL1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg12296772",0.465600510681407,0.580162646025444,13.9552913163038,3.31911493810806e-33,2.70586542928729e-30,64.72713621773,0.671816289860366,0.206215779178958,-0.465600510681408,"8",17271067,"F","I","MTMR7","TSS200","island","TSS200-island","chr8:17270603-17271120",TRUE,TRUE,"","",""
"cg08918985",-0.49760840571111,0.455282386652239,-13.9527190935504,3.38745483727897e-33,2.75593838014925e-30,64.7069054144457,0.357327976079186,0.854936381790295,0.497608405711109,"1",152061533,"F","II","TCHHL1","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg22531183",0.406957596419099,0.545176197271331,13.9427629279841,3.66548643449575e-33,2.9472583040687e-30,64.6286035083426,0.625285960345957,0.218328363926858,-0.406957596419099,"19",50554451,"F","I","FLJ26850","Body","island","Body-island","chr19:50554012-50554492",TRUE,NA,"","",""
"cg14504768",-0.417758312065545,0.389897931420789,-13.9397338733739,3.75451362604658e-33,3.01296796689751e-30,64.604782396488,0.30766204321891,0.725420355284455,0.417758312065545,"12",130124107,"F","II","TMEM132D","Body","opensea","Body-opensea","",NA,NA,"","rs34823840",""
"cg10030980",-0.459877497891752,0.395512039803433,-13.9376218619255,3.81786282797185e-33,3.05785607212555e-30,64.5881734859964,0.304984973289308,0.76486247118106,0.459877497891752,"7",81792131,"F","II","CACNA2D1","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg03544320",0.463771332820892,0.506980920231071,13.9355099318299,3.88227721467035e-33,3.10342168175279e-30,64.5715655314751,0.598274489684003,0.13450315686311,-0.463771332820893,"4",5894691,"F","I","CRMP1","1stExon","island","1stExon-island","chr4:5894071-5895116",NA,NA,"","",""
"cg06537894",0.465117172659114,0.498091323693074,13.9238937026244,4.25647890902682e-33,3.38941443412026e-30,64.480222627227,0.589649822248018,0.124532649588904,-0.465117172659114,"19",12978706,"F","I","MAST1","Body","island","Body-island","chr19:12978359-12978785",TRUE,NA,"","",""
"cg03969260",-0.431726901258102,0.415625388646614,-13.8979261478116,5.22845420816138e-33,4.12359086087307e-30,64.2760646966063,0.330639778162736,0.762366679420838,0.431726901258102,"1",153122203,"R","II","SPRR2G","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg25188398",-0.433337382908087,0.367528787367048,-13.8935373179372,5.41337246787557e-33,4.26128490252249e-30,64.2415643641936,0.282226152936322,0.715563535844409,0.433337382908087,"8",136245867,"R","II","LOC286094","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","","rs7460128"
"cg16924337",0.436708240065538,0.469573406709266,13.8818823922699,5.93676801616892e-33,4.64668692234795e-30,64.1499525051006,0.555539595698545,0.118831355633006,-0.436708240065539,"6",153452724,"F","I","RGS17","TSS1500","island","TSS1500-island","chr6:153450992-153452792",NA,NA,"","rs12174180",""
"cg06452184",-0.415000052247163,0.484795822501499,-13.8798368330407,6.03371063517601e-33,4.71361931156825e-30,64.1338747087942,0.403102898830797,0.81810295107796,0.415000052247163,"4",62924397,"F","II","LPHN3","Body","opensea","Body-opensea","",NA,TRUE,"","","rs75529489"
"cg14269191",-0.433291731762905,0.361694508588365,-13.8735822075657,6.34004701020975e-33,4.9435707576906e-30,64.0847161767023,0.276400860603541,0.709692592366446,0.433291731762905,"11",5346249,"R","II","OR51B2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17025555",-0.485176763363411,0.41387304288909,-13.8666952753067,6.6953518502488e-33,5.18143607231234e-30,64.0305913374937,0.318365806006529,0.803542569369939,0.485176763363411,"1",158724362,"R","II","OR6K6","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17930169",-0.458202143974033,0.56729725879354,-13.8538785424705,7.41037490652812e-33,5.68148485468332e-30,63.929873183281,0.477099986357707,0.935302130331739,0.458202143974033,"14",101406815,"F","II","SNORD113-7","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg00423453",-0.412190286248991,0.370840796375298,-13.849976115068,7.6428716665777e-33,5.83803582944747e-30,63.8992090406079,0.289700976247544,0.701891262496535,0.412190286248991,"11",5372944,"R","II","OR51B6","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg21419383",-0.485120691467685,0.467915447314826,-13.8484339894768,7.73674352180037e-33,5.88793303434638e-30,63.8870917790144,0.372419248207014,0.857539939674699,0.485120691467685,"1",152881930,"R","II","IVL","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg18983132",-0.467209270061823,0.364885635044929,-13.8439098415909,8.0188338309144e-33,6.09137494918859e-30,63.8515442868909,0.272915306292602,0.740124576354424,0.467209270061823,"7",78024305,"F","II","MAGI2","Body","opensea","Body-opensea","",NA,TRUE,"","rs36093165",""
"cg17724366",-0.455532404221411,0.386389856589287,-13.8413691607461,8.18173153910634e-33,6.20369265989361e-30,63.8315821225215,0.296718123474836,0.752250527696247,0.455532404221411,"19",52249171,"R","II","FPR1","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg02983090",-0.418078510604842,0.229833095263899,-13.8305866756541,8.91065276463146e-33,6.71933265632166e-30,63.7468694012001,0.147534175853497,0.565612686458339,0.418078510604842,"16",27437892,"R","II","IL21R","TSS1500","opensea","TSS1500-opensea","",TRUE,TRUE,"","",""
